timestamp,acc_x,acc_y,acc_z,magn_x,magn_y,magn_z,gyro_x,gyro_y,gyro_z
1670356785.16,-9.259,-0.192,4.792,-0.6537000000000001,-0.3886,0.373,0.001,0.014,-0.047
1670356785.2,-9.203,-0.17,4.777,-0.6568,-0.3885,0.37420000000000003,0.009000000000000001,0.02,-0.05
1670356785.24,-9.245000000000001,-0.188,4.765,-0.653,-0.3856,0.37770000000000004,0.015,0.022,-0.049
1670356785.28,-9.243,-0.193,4.761,-0.6529,-0.3876,0.3753,0.014,0.025,-0.053
1670356785.32,-9.212,-0.177,4.801,-0.6546000000000001,-0.39030000000000004,0.3744,-0.001,0.023,-0.054
1670356785.36,-9.211,-0.188,4.746,-0.6532,-0.3906,0.3768,-0.01,0.022,-0.045
1670356785.4,-9.247,-0.145,4.783,-0.6507000000000001,-0.3844,0.3763,0.003,0.021,-0.046
1670356785.44,-9.259,-0.24,4.756,-0.654,-0.38580000000000003,0.37220000000000003,0.005,0.024,-0.06
1670356785.48,-9.178,-0.14,4.734,-0.6541,-0.38880000000000003,0.37510000000000004,-0.006,0.021,-0.057
1670356785.52,-9.213000000000001,-0.186,4.673,-0.6554,-0.3891,0.383,-0.007,0.016,-0.048
1670356785.559999,-9.256,-0.18,4.779,-0.6529,-0.3886,0.37420000000000003,0.006,0.006,-0.052000000000000005
1670356785.599999,-9.255,-0.193,4.808,-0.6505000000000001,-0.38630000000000003,0.376,0.011,0.008,-0.063
1670356785.639999,-9.245000000000001,-0.28600000000000003,4.779,-0.6505000000000001,-0.3874,0.37460000000000004,-0.002,0.007,-0.056
1670356785.6799989,-9.218,-0.156,4.746,-0.6535000000000001,-0.3861,0.3729,0.002,0.02,-0.04
1670356785.719999,-9.255,-0.221,4.797,-0.6559,-0.3875,0.37510000000000004,0.009000000000000001,0.024,-0.049
1670356785.759999,-9.205,-0.171,4.744,-0.6538,-0.3864,0.37670000000000003,0.012,0.027,-0.053
1670356785.799999,-9.202,-0.196,4.748,-0.6543,-0.38920000000000005,0.3786,0.014,0.016,-0.047
1670356785.839999,-9.247,-0.164,4.774,-0.6539,-0.3895,0.3735,0.004,0.013000000000000001,-0.054
1670356785.879999,-9.268,-0.17300000000000001,4.791,-0.6526000000000001,-0.38830000000000003,0.375,0.015,0.012,-0.055
1670356785.919999,-9.253,-0.201,4.747,-0.6532,-0.39,0.37410000000000004,0.004,0.011,-0.052000000000000005
1670356785.959999,-9.244,-0.17500000000000002,4.764,-0.6557000000000001,-0.3881,0.3738,0.002,0.019,-0.052000000000000005
1670356785.999999,-9.221,-0.17500000000000002,4.752,-0.6525000000000001,-0.38720000000000004,0.3745,0.004,0.028,-0.056
1670356786.039999,-9.25,-0.20400000000000001,4.768,-0.6555000000000001,-0.38820000000000005,0.3755,0.009000000000000001,0.027,-0.054
1670356786.079999,-9.233,-0.199,4.8,-0.655,-0.38830000000000003,0.3734,0.003,0.02,-0.056
1670356786.119999,-9.224,-0.20700000000000002,4.792,-0.6523,-0.3869,0.37510000000000004,0.003,0.016,-0.046
1670356786.159999,-9.24,-0.17,4.7620000000000005,-0.654,-0.3856,0.37370000000000003,0.007,0.019,-0.052000000000000005
1670356786.199999,-9.253,-0.178,4.728,-0.6531,-0.3871,0.3738,0.016,0.02,-0.049
1670356786.239999,-9.257,-0.17500000000000002,4.757,-0.6541,-0.3869,0.3766,0.013000000000000001,0.021,-0.056
1670356786.279999,-9.248,-0.17,4.744,-0.6528,-0.38780000000000003,0.3769,0.01,0.028,-0.051000000000000004
1670356786.319999,-9.219,-0.20400000000000001,4.748,-0.6521,-0.39030000000000004,0.37470000000000003,-0.003,0.023,-0.055
1670356786.359999,-9.254,-0.15,4.758,-0.6538,-0.3874,0.37470000000000003,0.001,0.028,-0.034
1670356786.399999,-9.307,-0.2,4.747,-0.6529,-0.3885,0.3745,0.009000000000000001,0.033,-0.055
1670356786.439999,-9.22,-0.153,4.739,-0.653,-0.38930000000000003,0.373,0.002,0.03,-0.061
1670356786.479999,-9.235,-0.21,4.707,-0.6524,-0.3875,0.37510000000000004,-0.009000000000000001,0.022,-0.046
1670356786.519999,-9.261000000000001,-0.164,4.746,-0.6529,-0.38630000000000003,0.3758,0.0,0.024,-0.051000000000000004
