timestamp,ch1
1670342732.08,28132.933751694414
1670342732.0839999,28099.249672800266
1670342732.0879998,28096.99214661028
1670342732.092,28136.28651336271
1670342732.096,28180.0512290062
1670342732.1,28167.824824789146
1670342732.1039999,28136.442975573897
1670342732.108,28123.546019023182
1670342732.112,28155.933696738924
1670342732.116,28181.70525809589
1670342732.12,28167.62365908905
1670342732.1239998,28126.943484180392
1670342732.128,28105.619919970028
1670342732.132,28135.95123719588
1670342732.136,28163.019199731258
1670342732.1399999,28158.191222928912
1670342732.1439998,28120.95321666637
1670342732.148,28102.93771063539
1670342732.152,28132.866696461046
1670342732.156,28164.405007887486
1670342732.16,28159.018237473756
1670342732.164,28125.62473125753
1670342732.168,28108.391536282485
1670342732.1720002,28137.448804074385
1670342732.176,28165.120263710054
1670342732.18,28152.200955414886
1670342732.184,28107.452763015364
1670342732.1880002,28092.477094230308
1670342732.1920002,28134.565429039652
1670342732.196,28163.265068920264
1670342732.2,28158.079464206632
1670342732.204,28124.440088801395
1670342732.2080002,28104.949367636367
1670342732.2120001,28135.727719751325
1670342732.216,28164.405007887486
1670342732.22,28154.659647304972
1670342732.224,28121.66847248894
1670342732.2280002,28099.89787338947
1670342732.232,28131.74910923828
1670342732.236,28160.985190985823
1670342732.24,28147.99882745729
1670342732.244,28106.916321148437
1670342732.248,28090.80071339616
1670342732.252,28126.965835924846
1670342732.256,28157.0959874506
1670342732.26,28149.831670502626
1670342732.264,28113.688899718392
1670342732.2680001,28107.34100429309
1670342732.272,28137.71702500785
1670342732.276,28160.180528185432
1670342732.28,28148.17764141293
1670342732.284,28113.26421657374
1670342732.288,28093.70644017535
1670342732.292,28124.37303356803
1670342732.296,28157.81124327317
1670342732.3,28147.79766175719
1670342732.304,28109.17384733842
1670342732.308,28099.27202454472
1670342732.312,28134.766594739747
1670342732.316,28160.113472952067
1670342732.32,28143.774347755236
1670342732.324,28107.385707781996
1670342732.3279998,28087.22443428331
1670342732.332,28115.14176310799
1670342732.336,28142.567353554652
1670342732.34,28134.587780784106
1670342732.3439999,28098.355603022053
1670342732.348,28085.32453600461
1670342732.352,28111.297263061675
1670342732.356,28145.18250765592
1670342732.36,28146.702426278884
1670342732.3639998,28103.22828331331
1670342732.368,28084.8775011155
1670342732.372,28122.1378591225
1670342732.376,28151.932734481423
1670342732.3799999,28140.689807020404
1670342732.3839998,28103.60826296905
1670342732.388,28079.781303379692
1670342732.392,28118.449821287373
1670342732.396,28151.061016447667
1670342732.4,28140.980379698325
1670342732.404,28100.14374257848
1670342732.408,28085.95038484936
1670342732.4120002,28110.313786305644
1670342732.4160001,28136.75589999627
1670342732.42,28135.23598137331
1670342732.424,28107.56452173764
1670342732.4280002,28096.2321872988
1670342732.4320002,28120.170905610434
1670342732.436,28144.266086133255
1670342732.44,28129.04454815919
1670342732.444,28092.74531516377
1670342732.4480002,28078.216681267822
1670342732.4520001,28102.80360016866
1670342732.456,28142.03091168772
1670342732.46,28140.913324464957
1670342732.464,28098.93674837789
1670342732.4680002,28080.78713188018
1670342732.4720001,28105.46345775884
1670342732.476,28135.45949881786
1670342732.48,28137.04647267419
1670342732.484,28104.0329461137
1670342732.488,28075.08743704408
1670342732.492,28105.619919970028
1670342732.496,28142.768519254747
1670342732.5,28129.51393479275
1670342732.504,28103.876483902513
1670342732.5080001,28091.404210496454
1670342732.512,28130.430356315417
1670342732.516,28144.221382644344
1670342732.52,28148.46821409085
1670342732.524,28119.61211199905
1670342732.528,28067.443140440362
1670342732.532,28092.90177737496
1670342732.536,28122.51783877824
1670342732.54,28128.396347569986
1670342732.544,28087.55971045014
1670342732.548,28078.641364412473
1670342732.552,28100.18844606739
1670342732.556,28140.17571689793
1670342732.559999,28107.408059526453
1670342732.563999,28079.22250976831
1670342732.567999,28082.26234701423
1670342732.571999,28102.200103068368
1670342732.575999,28104.748201936272
1670342732.579999,28101.216626312333
1670342732.583999,28048.377102419985
1670342732.587999,28044.733768073773
1670342732.591999,28088.498483717263
1670342732.595999,28116.438164286395
1670342732.599999,28122.69665273388
1670342732.603999,28094.578158209108
1670342732.607999,28096.075725087612
1670342732.611999,28087.1797307944
1670342732.615999,28106.156361836955
1670342732.619999,28111.1855043394
1670342732.6239989,28058.994181036258
1670342732.627999,28030.27218941119
1670342732.631999,28068.404265451944
1670342732.635999,28114.80648694116
1670342732.639999,28117.488696275796
1670342732.6439989,28116.080536375113
1670342732.6479988,28106.55869323715
1670342732.651999,28156.894821750502
1670342732.655999,28219.993796347833
1670342732.659999,28265.747817247848
1670342732.6639988,28243.68664547046
1670342732.667999,28213.511790455796
1670342732.671999,28233.24838080983
1670342732.675999,28289.194797181466
1670342732.6799989,28296.280300173796
1670342732.6839988,28243.105500114623
1670342732.687999,28195.004546046803
1670342732.691999,28182.688734851927
1670342732.695999,28197.887921081536
1670342732.6999989,28174.619755103562
1670342732.7039988,28116.259350330754
1670342732.707999,28063.1739572494
1670342732.711999,28049.852317554036
1670342732.715999,28073.74633237676
1670342732.719999,28078.79782662366
1670342732.723999,28042.297427928144
1670342732.727999,28034.3178551576
1670342732.7319992,28105.530512992205
1670342732.735999,28206.225121763364
1670342732.739999,28222.45248823792
1670342732.743999,28250.459224040416
1670342732.7479992,28301.622367098615
1670342732.7519991,28334.36767272564
1670342732.755999,28382.692144238015
1670342732.759999,28397.1537229006
1670342732.763999,28361.9944288724
1670342732.7679992,28344.001274585877
1670342732.7719991,28367.045923119298
1670342732.775999,28357.434673003518
1670342732.779999,28336.46873670444
1670342732.783999,28296.146189707066
1670342732.7879992,28252.58263976367
1670342732.791999,28282.533977333784
1670342732.795999,28347.21992578744
1670342732.799999,28373.639687733616
1670342732.803999,28348.583382199216
1670342732.807999,28353.903097379578
1670342732.811999,28395.85732172219
1670342732.815999,28428.937903516045
1670342732.819999,28428.692034327036
1670342732.823999,28424.020519735877
1670342732.827999,28403.9039497261
1670342732.831999,28390.358792586183
1670342732.835999,28409.96127247349
1670342732.839999,28404.552150315303
1670342732.843999,28374.93608891202
1670342732.847999,28377.975926157946
1670342732.851999,28416.085650454243
1670342732.855999,28429.697862827525
1670342732.859999,28533.544067566883
1670342732.863999,28624.64977796671
1670342732.867999,28690.140389220764
1670342732.871999,28757.396788286784
1670342732.875999,28798.591053317912
1670342732.879999,28799.663937051766
1670342732.8839989,28785.202358389182
1670342732.8879988,28781.31315485396
1670342732.891999,28786.342297356405
1670342732.895999,28799.395716118303
1670342732.899999,28822.306254184994
1670342732.9039989,28793.919538726754
1670342732.907999,28767.96916341414
1670342732.911999,28803.150809186795
1670342732.915999,28848.726016131168
1670342732.919999,28870.72013267519
1670342732.9239988,28845.015626551587
1670342732.927999,28840.746443360622
1670342732.931999,28841.416995694282
1670342732.935999,28866.47330122868
1670342732.9399989,28891.06022012952
1670342732.9439988,28870.161339063805
1670342732.947999,28854.448062711726
1670342732.951999,28868.328496018472
1670342732.955999,28881.538376991557
1670342732.959999,28886.209891582715
1670342732.963999,28870.27309778608
1670342732.967999,28834.152678746308
1670342732.9719992,28809.297538912004
1670342732.975999,28840.210001493695
1670342732.979999,28841.5064026721
1670342732.983999,28806.771791788557
1670342732.9879992,28802.994346975607
1670342732.9919991,28839.315931715482
1670342732.995999,28871.614202453402
1670342732.999999,28875.749275177634
1670342733.003999,28865.17690005027
1670342733.0079992,28854.403359222815
1670342733.0119991,28870.675429186278
1670342733.015999,28933.662645061333
1670342733.019999,28930.511049093137
1670342733.023999,28859.723074403177
1670342733.0279992,28848.74836787562
1670342733.031999,28859.812481381
1670342733.035999,28877.649173456335
1670342733.039999,28871.591850708945
1670342733.043999,28823.915579785775
1670342733.047999,28826.910713542788
1670342733.051999,28833.616236879378
1670342733.055999,28882.723019447687
1670342733.059999,28899.442124300258
1670342733.063999,28875.86103389991
1670342733.0679991,28878.364429278903
1670342733.071999,28896.737563221166
1670342733.075999,28903.554845280036
1670342733.079999,28910.327423849994
1670342733.083999,28891.842531185455
1670342733.087999,28869.937821619253
1670342733.091999,28875.816330411
1670342733.095999,28897.363412065915
1670342733.099999,28888.24390032815
1670342733.103999,28845.86499284089
1670342733.107999,28828.497687399115
1670342733.111999,28825.27903619755
1670342733.115999,28833.03509152354
1670342733.119999,28824.384966419337
1670342733.1239989,28792.690192781713
1670342733.1279988,28777.334544340916
1670342733.131999,28786.856387478878
1670342733.135999,28831.157544989295
1670342733.139999,28888.042734628052
1670342733.1439989,28901.252615601137
1670342733.147999,28909.187484882772
1670342733.151999,28964.843328576488
1670342733.155999,29028.925779929854
1670342733.159999,29055.189079664837
1670342733.1639988,29057.536012832647
1670342733.167999,29021.7508699597
1670342733.171999,29041.241591124726
1670342733.175999,29046.85187898301
1670342733.1799989,29030.445698552812
1670342733.1839988,28962.92107855333
1670342733.187999,28917.05529893104
1670342733.191999,28889.227377084182
1670342733.195999,28893.5189120196
1670342733.199999,28863.14289130484
1670342733.203999,28841.729920116657
1670342733.207999,28848.815423108987
1670342733.2119992,28884.555862493024
1670342733.2159991,28937.68595906329
1670342733.219999,28921.592703055467
1670342733.223999,28933.237961916682
1670342733.2279992,28937.90947650784
1670342733.2319992,28953.600401115466
1670342733.235999,28989.139674799404
1670342733.239999,28986.435113720312
