1670355895.683678,left
1670355899.441367,right
1670355903.340556,waiting
1670355908.165645,left
1670355911.941015,right
1670355915.842492,waiting
1670355920.657151,left
1670355924.420026,right
1670355928.324399,waiting
1670355933.143367,left
1670355936.918601,right
1670355940.82541,waiting
1670355945.636574,left
1670355949.398782,right
1670355953.305745,waiting
1670355958.119989,left
1670355961.897654,right
1670355965.803679,waiting
1670355970.61446,left
1670355974.37621,right
1670355978.28186,waiting
1670355983.099216,left
1670355986.869991,right
1670355990.774313,waiting
1670355995.587312,left
1670355999.351047,right
1670356003.252877,waiting
1670356008.067114,left
1670356011.846358,right
1670356015.749081,waiting
