timestamp,acc_x,acc_y,acc_z,magn_x,magn_y,magn_z,gyro_x,gyro_y,gyro_z
1670355891.08,-9.337,-0.257,4.597,-0.6519,-0.3861,0.36160000000000003,0.0,0.012,-0.048
1670355891.12,-9.284,-0.28400000000000003,4.628,-0.6663,-0.3935,0.36860000000000004,0.012,0.0,-0.046
1670355891.16,-9.305,-0.269,4.625,-0.6496000000000001,-0.3866,0.36360000000000003,0.012,-0.001,-0.051000000000000004
1670355891.2,-9.324,-0.255,4.646,-0.6513,-0.3864,0.3597,0.024,0.0,-0.054
1670355891.24,-9.315,-0.311,4.656,-0.6523,-0.38770000000000004,0.3609,0.016,0.001,-0.061
1670355891.28,-9.290000000000001,-0.28500000000000003,4.657,-0.652,-0.38730000000000003,0.3679,0.004,0.014,-0.049
1670355891.32,-9.287,-0.281,4.624,-0.6527000000000001,-0.38780000000000003,0.3623,-0.002,0.015,-0.051000000000000004
1670355891.36,-9.306000000000001,-0.263,4.6080000000000005,-0.6493,-0.3846,0.3609,0.0,0.021,-0.051000000000000004
1670355891.4,-9.295,-0.263,4.6370000000000005,-0.6513,-0.3869,0.36000000000000004,-0.003,0.02,-0.056
1670355891.44,-9.281,-0.28700000000000003,4.651,-0.655,-0.38880000000000003,0.3618,0.0,0.022,-0.056
1670355891.48,-9.278,-0.263,4.618,-0.653,-0.38780000000000003,0.3584,0.003,0.02,-0.054
1670355891.52,-9.322000000000001,-0.251,4.643,-0.6629,-0.39,0.373,0.013000000000000001,0.021,-0.053
1670355891.559999,-9.299,-0.262,4.624,-0.6527000000000001,-0.3901,0.3609,0.016,0.019,-0.058
1670355891.599999,-9.287,-0.28200000000000003,4.623,-0.6512,-0.38720000000000004,0.3599,0.0,0.015,-0.062
1670355891.639999,-9.317,-0.325,4.658,-0.6514,-0.38380000000000003,0.36460000000000004,-0.003,0.007,-0.036000000000000004
1670355891.6799989,-9.369,-0.162,4.667,-0.6512,-0.3874,0.3561,0.009000000000000001,0.009000000000000001,-0.054
1670355891.719999,-9.292,-0.35000000000000003,4.64,-0.6515000000000001,-0.3885,0.35960000000000003,0.003,0.013000000000000001,-0.063
1670355891.759999,-9.254,-0.296,4.586,-0.6527000000000001,-0.38670000000000004,0.3617,-0.007,0.021,-0.062
1670355891.799999,-9.286,-0.293,4.616,-0.6518,-0.38530000000000003,0.3609,-0.02,0.012,-0.041
1670355891.839999,-9.303,-0.28300000000000003,4.657,-0.6502,-0.38530000000000003,0.36110000000000003,-0.011,0.01,-0.048
1670355891.879999,-9.342,-0.256,4.659,-0.6525000000000001,-0.3859,0.3628,0.007,0.016,-0.064
1670355891.919999,-9.281,-0.394,4.6610000000000005,-0.6512,-0.3869,0.36310000000000003,0.004,0.018000000000000002,-0.063
1670355891.959999,-9.297,-0.244,4.65,-0.6519,-0.387,0.3607,-0.001,0.024,-0.043000000000000003
1670355891.999999,-9.297,-0.301,4.616,-0.6515000000000001,-0.3864,0.3607,0.006,0.025,-0.045
1670355892.039999,-9.304,-0.268,4.6530000000000005,-0.6499,-0.3866,0.3603,0.015,0.021,-0.051000000000000004
1670355892.079999,-9.288,-0.279,4.621,-0.6513,-0.38680000000000003,0.36150000000000004,0.016,0.019,-0.05
1670355892.119999,-9.303,-0.298,4.626,-0.6514,-0.3875,0.3639,0.005,0.018000000000000002,-0.053
1670355892.159999,-9.312,-0.295,4.616,-0.6509,-0.3855,0.3594,0.005,0.019,-0.057
1670355892.199999,-9.296,-0.313,4.619,-0.6535000000000001,-0.38580000000000003,0.3603,-0.004,0.018000000000000002,-0.06
