rms_14,max_gradients_14,zero_crossing_rate_14,mean_14,abs_mean_14,var_14,skew_14,kurt_14,abs_std_14,rms_48,max_gradients_48,zero_crossing_rate_48,mean_48,abs_mean_48,var_48,skew_48,kurt_48,abs_std_48,rms_812,max_gradients_812,zero_crossing_rate_812,mean_812,abs_mean_812,var_812,skew_812,kurt_812,abs_std_812,rms_1325,max_gradients_1325,zero_crossing_rate_1325,mean_1325,abs_mean_1325,var_1325,skew_1325,kurt_1325,abs_std_1325,rms_2545,max_gradients_2545,zero_crossing_rate_2545,mean_2545,abs_mean_2545,var_2545,skew_2545,kurt_2545,abs_std_2545,band_pwr_14,band_pwr_48,band_pwr_812,band_pwr_1325,band_pwr_2545,white_mean,pink_mean,lowpassed_peak_to_peak_y,lowpassed_peak_to_peak_x,lowpassed_maximum_gradient,classes,subjects
2.4264203791650325,0.10717580396036899,0.023,-0.03515804450757776,1.792536994513751,5.886279768333785,0.7063704482466056,3.6939667039174884,2.4261656514619494,1.7173079640497542,0.2116148633246307,0.053,-0.018303164968195337,1.3470456461356326,2.9488116375408584,0.03725581567467526,3.284130126330738,1.7172104231982923,1.2319371696531476,0.24559987900866134,0.08,0.004686229865726945,1.001684014995852,1.517647229222654,-0.0639809007195248,2.8308923037819347,1.231928256524159,1.2640713346698456,0.456395917518023,0.154,0.002487454601885342,0.9644506060789131,1.5978701517036078,-0.07793203611838385,4.606801241311087,1.2640688872461057,0.9998165730224432,0.5902482937072373,0.254,-0.0008447276657389357,0.7731735213056606,0.9996324661255132,-0.0075669079901557,3.8538471671704735,0.9998162161745093,2.1149080999376566,0.6714488439606298,0.4665840252079867,0.12937122553489652,0.04978516807633333,0.03197902375510942,0.046522268178392806,40.757085375937955,867.0,0.3519102891409747,1.0,0.0
2.4912846976949528,0.1269761992626774,0.02,0.06120634857528484,1.8686452079502083,6.202753227863113,0.21700074192941615,3.961630037833016,2.490532719693342,1.3918118539213682,0.17040163055682486,0.05,-0.0024049581001490896,1.095647941767152,1.9371344528925725,-0.04450129885174549,3.224143437263394,1.3918097761161805,1.0941612526475206,0.21004889689032477,0.078,-0.0032658749582601962,0.8361171202965973,1.197178180855949,0.00800285209877487,3.54507575134777,1.0941563786113706,1.2589903774927589,0.44964681894315905,0.149,0.0026906935269114785,0.9926615396665172,1.5850495307877035,0.09450310048091042,3.4775473181063274,1.258987502236501,0.7445300608862075,0.42881486670947144,0.25,-0.0005011921321624065,0.5705221330945764,0.5543247603696666,-0.015058112766444512,3.7127265316428404,0.7445298921935013,2.053041360559066,0.4111530026733276,0.387173562731263,0.12238481828740562,0.02786869739770399,0.07234069444541545,0.008433798911685431,36.2332227746675,600.0,0.3089908851102983,1.0,0.0
2.390429894979527,0.09890330570049756,0.016,0.009206608961004751,1.8609445270051337,5.714070321163271,-0.05358062586032341,3.41038500451221,2.3904121655403427,1.4565679239007625,0.19452221484136706,0.053,0.017951809426404536,1.1858055728796448,2.1212678494748953,-0.03457638837866416,2.7750204061878536,1.4564572940786473,1.346963313966306,0.263982686811123,0.077,0.013828979191573689,1.0881128874876773,1.8141189285056123,0.04228595624320896,2.622807081905158,1.3468923225357001,1.3477436575670396,0.4661231898196295,0.157,-0.006450367720183896,1.0192672855414049,1.8163713592684563,0.08436976229909475,4.388193060488411,1.3477282215893738,0.8333064268739788,0.4943979087811554,0.244,0.0003025205728574853,0.6516962038363334,0.6943995095507808,-0.031553538756815804,3.175238228157707,0.8333063719609858,0.9832934936157761,0.4328425332980363,0.5955662933306819,0.135850426418457,0.02934632648574581,0.02471250541178023,0.04560963316823944,25.503162371757846,301.0,0.33991838155144066,1.0,0.0
2.8268349075072052,0.1142674771770512,0.02,0.0003372188064543806,2.0562254962499793,7.990995480584745,1.0712619737690412,5.60775698221144,2.826834887393451,1.3458954353583539,0.16112426181087566,0.049,0.03456626876387513,1.0427871190056717,1.8102396959821967,0.07000844824372496,3.387960402118132,1.3454514840685252,1.289666048453561,0.2534938987161804,0.08,-0.0037438507022108684,0.994159652189962,1.6632245001157424,0.07755357852227975,3.613285332691713,1.2896606143151548,1.3352875080052433,0.4619909497601325,0.151,0.0028804990195838236,1.0175098003438703,1.7829844317602506,0.08623449203459267,3.5007894166484705,1.3352844010772575,0.8574649238600226,0.5251180926560379,0.246,-0.0006363096436809883,0.6960840547786789,0.7352456907603118,-0.009610492943362935,2.7912440961574583,0.8574646877628908,2.8923414639145513,0.35148920719510995,0.4615793833704342,0.15144789477670537,0.0350201345847593,0.01900802226120419,0.024231472278923836,40.8925277935507,551.0,0.30729289838365315,1.0,0.0
2.98884019263015,0.12250829231776887,0.016,-0.1727894296943037,2.2714344911379976,8.903309510067352,0.028097367688774542,3.546461068537565,2.9838414016276658,1.4316617289550844,0.17582165159150864,0.052,-0.028019503468321334,1.1604992523646833,2.04887021358005,0.035585590948859686,2.5001335301109604,1.431387513421872,1.0779202185140535,0.2098140939499958,0.082,0.003707021252264349,0.8353818256470281,1.1618982554748205,0.07477793677408096,3.3622701418841787,1.0779138441799607,1.2509404883790762,0.4381396869872505,0.14,0.000740090419920385,0.96418376077137,1.5648515577322524,0.032480076815114035,4.228033265543792,1.2509402694502454,0.8532243128789219,0.5244132057539036,0.255,0.0012893848877506202,0.6802720288850923,0.7279900655743196,-0.008642136951841219,2.7846706461041135,0.8532233386249579,1.6103348428082886,0.42480797633264333,0.34523073591633924,0.11862777702289667,0.03557024382275631,0.005970325627025444,0.012304426397901235,34.05261483139366,136.0,0.31419149941365265,1.0,0.0
3.4723243908868078,0.16106052912802693,0.02,-0.017448610505431176,2.477247106912686,12.05673222153887,0.8970735119580413,6.59882566564524,3.4722805505227927,1.8247039293570324,0.25516100877755843,0.056,0.01896846002592451,1.4355636369923903,3.3291846273352395,-0.1787316783984746,2.94364582093539,1.8246053346779516,2.4824728724731093,0.49846654198571644,0.077,-0.014411883720407694,2.0412950284175597,6.162463860172518,-0.012074391668066503,2.403516183275912,2.4824310383518244,1.84691408809143,0.615437490116087,0.14,-0.0003212951871272569,1.4541834703834409,3.411091545560001,0.07182110875341087,3.2281841335759216,1.8469140601446514,1.0286312534669173,0.6088067308669506,0.245,-0.0003412412622990173,0.8005605031047985,1.0580821391633226,-0.02110017982950191,3.3428166791509137,1.0286311968647084,3.2599833055581704,0.3683425491147478,2.299351753523837,0.21793468766926213,0.05029262853115903,0.06891857982960901,0.017577020430822144,42.04449020362533,-403.0,0.5203788231912138,1.0,0.0
3.7275870189649183,0.14696541578111327,0.018,-0.0654354020234199,2.7894210913580344,13.890623192117802,0.9063846023207867,4.599087372076619,3.727012636431194,1.5218292043066834,0.16755238829060692,0.043,0.0006459764851716052,1.2017144254809111,2.3159637097950947,0.01752796440200677,3.219519051967186,1.5218290672066606,1.0390076006256186,0.20373035471240605,0.08,-0.0037624475580005506,0.8019111640396133,1.0795226381461784,0.05975657661552828,3.2612453226603497,1.039000788327987,1.195941631286812,0.42873921794421627,0.145,0.002464371304422144,0.9212728591305115,1.4302703123190352,0.027267792056491606,3.741613981933378,1.1959390922279594,0.9868065217430022,0.579355675954568,0.244,-0.0005173366633229817,0.774834301552952,0.973786843717299,-0.001250087160361979,3.742625815383716,0.9868063861352433,4.86835604959664,0.44062611970846854,0.3312558667293038,0.10082691099468379,0.04695646524527899,0.007313879541958631,0.00913539253860138,45.01667899457596,505.0,0.31268309631257274,1.0,0.0
3.5633453262302783,0.14121698228657378,0.018,-0.031982123060874584,2.5430264865155126,12.696407057771689,0.941304728600272,5.916426508638507,3.563201798631631,1.5198211422351213,0.19018260292931236,0.053,-0.01402869013422661,1.2219954827809743,2.309659500237987,0.2275552700443376,2.7964852445151314,1.5197563950311204,1.3115950477329024,0.2584455963892373,0.08,-0.0005580079128137303,1.0267797273425632,1.7202812578646436,0.05590528267027515,3.192698186125319,1.3115949290328335,1.2401150772846132,0.4472812944274883,0.16,-0.0013457309051050058,0.9412614634359582,1.537883593916953,0.07758598022514689,4.164443494285823,1.240114347113585,0.9519816424406209,0.5744710273572677,0.249,0.001214071554238914,0.7458456311504036,0.9062675735742034,-0.0157586985547796,3.2529561141389687,0.9519808682816076,4.223370765934717,1.2453299538881182,0.6554009547443416,0.16409014290894763,0.04554188589407177,0.043531279220502594,0.07274184538438842,64.49856281411063,514.0,0.35237914380015717,1.0,0.0
10.060263096114136,0.2783398827259666,0.015,0.08032072932068525,5.637404880236236,101.20244214347737,2.205792147716747,12.690787876822599,10.059942452294514,3.292462289935756,0.2565603173035312,0.044,0.012551375443102216,1.9259136719949281,10.840150393623485,0.1831191812373968,12.356728437661943,3.292438365956679,1.037259747335709,0.19860897155189774,0.081,-0.00043927525430369305,0.7815640732425745,1.0759075904801898,-0.06753291326568821,4.1217118927480225,1.0372596543200694,1.583148224621515,0.5558344247863467,0.158,0.0009761193666305968,1.1676298226280142,2.506357348313237,-0.10317211394150427,5.299281907778109,1.583147923699247,1.0260732371912789,0.6180767896644633,0.245,-0.00019727869374620122,0.8082212812461055,1.0528262491613072,-0.09618243732788023,3.4937824186087685,1.026073218226315,19.088652486206737,2.0396639694029384,0.2871630309953184,0.1836820185030201,0.04646068926577059,0.02968389114788485,0.048941150168311215,107.17312819428713,338.0,0.44318066600750544,1.0,0.0
2.342476503279161,0.09301366550548859,0.014,0.03705381210445884,1.971953746889277,5.485823183423494,-0.1285493356035754,2.393548048598807,2.342183422241626,1.2908688862781033,0.1747548927538677,0.051,0.027208538517197532,1.0355886457064234,1.6656021769926286,0.38435535086639944,3.360880122204609,1.2905821078074144,1.2827707382834581,0.24411590416953338,0.079,-0.012342738617414023,0.9972707775142625,1.6453484237997102,-0.0070137929302850986,3.2633956366359165,1.2827113563852588,1.6458447564323853,0.5748566092137225,0.144,-0.008040226518719017,1.2723656233320102,2.7087403170335045,-0.13084520685679676,3.696936847761383,1.6458251173905156,0.9890977263236806,0.5948641892868134,0.251,0.002750015321614846,0.7750608927404288,0.9783067496344054,-0.025874102029501307,3.1422189346190272,0.9890939033450795,0.8957787680334749,0.3163239335300909,0.4983086643360905,0.21050802125036192,0.04118004494699406,0.033412913415201716,0.0012305270123993,18.948047241713326,216.0,0.30715538159420896,1.0,1.0
