mean_14,var_14,mean_48,var_48,skew_48,kurt_48,mean_812,var_812,skew_812,kurt_812,var_1325,kurt_1325,mean_2545,var_2545,skew_2545,kurt_2545,band_pwr_812,white_mean,lowpassed_peak_to_peak_y,lowpassed_peak_to_peak_x,classes
-0.0351580445075777,5.886279768333785,-0.0183031649681953,2.9488116375408584,0.0372558156746752,3.284130126330738,0.0046862298657269,1.517647229222654,-0.0639809007195248,2.8308923037819347,1.5978701517036078,4.606801241311087,-0.0008447276657389,0.9996324661255132,-0.0075669079901557,3.8538471671704735,0.4665840252079867,0.0319790237551094,40.75708537593796,867.0,1
0.0612063485752848,6.202753227863113,-0.002404958100149,1.9371344528925725,-0.0445012988517454,3.224143437263394,-0.0032658749582601,1.197178180855949,0.0080028520987748,3.54507575134777,1.5850495307877035,3.4775473181063274,-0.0005011921321624,0.5543247603696666,-0.0150581127664445,3.71272653164284,0.387173562731263,0.0723406944454154,36.2332227746675,600.0,1
0.0092066089610047,5.714070321163271,0.0179518094264045,2.121267849474896,-0.0345763883786641,2.7750204061878536,0.0138289791915736,1.8141189285056123,0.0422859562432089,2.622807081905158,1.8163713592684565,4.388193060488411,0.0003025205728574,0.6943995095507808,-0.0315535387568158,3.175238228157707,0.5955662933306819,0.0247125054117802,25.50316237175785,301.0,1
0.0003372188064543,7.990995480584745,0.0345662687638751,1.8102396959821967,0.0700084482437249,3.387960402118132,-0.0037438507022108,1.6632245001157424,0.0775535785222797,3.613285332691713,1.7829844317602506,3.5007894166484705,-0.0006363096436809,0.7352456907603118,-0.0096104929433629,2.7912440961574583,0.4615793833704342,0.0190080222612041,40.8925277935507,551.0,1
-0.1727894296943037,8.903309510067352,-0.0280195034683213,2.04887021358005,0.0355855909488596,2.5001335301109604,0.0037070212522643,1.1618982554748205,0.0747779367740809,3.3622701418841787,1.5648515577322524,4.228033265543792,0.0012893848877506,0.7279900655743196,-0.0086421369518412,2.784670646104113,0.3452307359163392,0.0059703256270254,34.05261483139366,136.0,1
-0.0174486105054311,12.05673222153887,0.0189684600259245,3.3291846273352395,-0.1787316783984746,2.94364582093539,-0.0144118837204076,6.162463860172518,-0.0120743916680665,2.403516183275912,3.411091545560001,3.2281841335759216,-0.000341241262299,1.0580821391633226,-0.0211001798295019,3.3428166791509137,2.299351753523837,0.068918579829609,42.04449020362533,-403.0,1
-0.0654354020234199,13.890623192117802,0.0006459764851716,2.3159637097950947,0.0175279644020067,3.219519051967186,-0.0037624475580005,1.0795226381461784,0.0597565766155282,3.2612453226603497,1.4302703123190352,3.741613981933378,-0.0005173366633229,0.973786843717299,-0.0012500871603619,3.742625815383716,0.3312558667293038,0.0073138795419586,45.01667899457596,505.0,1
-0.0319821230608745,12.696407057771689,-0.0140286901342266,2.309659500237987,0.2275552700443376,2.796485244515132,-0.0005580079128137,1.7202812578646436,0.0559052826702751,3.192698186125319,1.537883593916953,4.164443494285823,0.0012140715542389,0.9062675735742034,-0.0157586985547796,3.2529561141389687,0.6554009547443416,0.0435312792205025,64.49856281411063,514.0,1
0.0803207293206852,101.20244214347736,0.0125513754431022,10.840150393623484,0.1831191812373968,12.356728437661944,-0.0004392752543036,1.0759075904801898,-0.0675329132656882,4.121711892748023,2.506357348313237,5.299281907778109,-0.0001972786937462,1.0528262491613072,-0.0961824373278802,3.4937824186087685,0.2871630309953184,0.0296838911478848,107.17312819428712,338.0,1
0.0370538121044588,5.485823183423494,0.0272085385171975,1.6656021769926286,0.3843553508663994,3.360880122204609,-0.012342738617414,1.6453484237997102,-0.007013792930285,3.2633956366359165,2.7087403170335045,3.696936847761383,0.0027500153216148,0.9783067496344054,-0.0258741020295013,3.1422189346190272,0.4983086643360905,0.0334129134152017,18.94804724171333,216.0,1
0.0482062051698614,3.961812929897297,0.0008589477573504,1.5241974759846062,-0.021950492511457,2.858009941893992,0.0025192037799967,1.2004536865542117,0.086290865191905,3.584528129003256,1.5748661738048335,4.744915119443018,-0.0008798338488463,0.59984235860429,-0.0382012032628294,3.8479333334377457,0.4135996671762774,0.0371687087008739,26.426030096296923,-349.0,1
-0.0284938947650474,2.5202806528262034,-0.0274316712060562,1.806702005343184,-0.0761458314113716,2.602277999136052,-0.0057727465242141,1.134038451794583,0.0364054047248626,3.120476340297856,2.1067945022324066,3.58033721250728,-2.6338463663275747e-05,0.830735868037347,-0.0549338821842235,3.1335383732306528,0.3561321809041275,0.0153811352731656,18.52759255041373,446.0,1
0.0366214341035835,5.758873153709812,0.0114252350207894,1.664394699245748,0.2258088011491189,3.679630491333095,-0.0004858257322923,1.4555350461442804,0.0328969022762629,4.166305402845399,2.558952377058159,3.745302607869874,-0.0001470258732848,0.8206110093626409,-0.0216181310609587,3.3741997121635263,0.4400806172075724,0.0087320269203055,32.066350187640936,386.0,1
-0.0897281803077932,4.439221414475735,0.0004967941227997,2.294583059319,-0.031605278821672,2.543173443486634,0.0163252729047377,1.3186188839936146,0.028997999494828,2.7137046108061065,2.5188021171339305,4.623329735221191,0.0004774680898342,0.6418441289553427,-0.0609728541575511,2.844325790628216,0.3491426553607439,0.0249299702046574,33.66240187335385,572.0,1
-0.1426591256040493,7.885926468829049,-0.0024053711027152,1.7264341288723373,-0.0924303584386155,2.255483315410678,0.0058441631789401,1.3083281605103312,0.0851865697049833,3.5553795474058267,1.8044104228414013,4.223092334457066,0.0004684265739645,0.7424227755824662,-0.0156805296246561,3.264222789472533,0.3484899347613941,0.0117836020545278,24.04063821278426,245.0,1
-0.0771806943575886,6.263300306736526,-0.0162386975374971,1.900648674517856,-0.0425242828482339,2.494555407967708,0.0028515862055301,0.9857127903881524,-0.0351782509180869,3.133853309343495,1.8674843395726788,3.2610640286572656,-0.0011512234854077,0.9102816172689724,-0.00836001030031,2.707049049644069,0.2924825080685688,0.0086162976459839,23.511761633869494,451.0,1
