timestamp,acc_x,acc_y,acc_z,magn_x,magn_y,magn_z,gyro_x,gyro_y,gyro_z
1670355136.0,-9.540000000000001,-0.12,4.1850000000000005,-0.6371,-0.3881,0.34890000000000004,0.0,0.018000000000000002,-0.047
1670355136.04,-9.548,-0.126,4.175,-0.6394000000000001,-0.3914,0.3481,-0.003,0.019,-0.051000000000000004
1670355136.08,-9.57,-0.092,4.195,-0.6382,-0.389,0.34550000000000003,0.008,0.015,-0.056
1670355136.12,-9.515,-0.124,4.1850000000000005,-0.6377,-0.3925,0.3497,0.0,0.014,-0.053
1670355136.16,-9.507,-0.14300000000000002,4.157,-0.6393,-0.38880000000000003,0.3471,0.0,0.016,-0.057
1670355136.2,-9.527000000000001,-0.124,4.152,-0.6366,-0.38830000000000003,0.34490000000000004,-0.007,0.02,-0.049
1670355136.24,-9.546,-0.101,4.166,-0.6394000000000001,-0.3889,0.3488,-0.003,0.014,-0.048
1670355136.28,-9.533,-0.129,4.196,-0.6377,-0.3886,0.3481,0.0,0.014,-0.051000000000000004
1670355136.32,-9.522,-0.114,4.163,-0.6391,-0.388,0.3463,0.001,0.015,-0.053
1670355136.36,-9.517,-0.109,4.166,-0.6385000000000001,-0.3879,0.34940000000000004,0.006,0.015,-0.052000000000000005
1670355136.4,-9.543000000000001,-0.117,4.1930000000000005,-0.6369,-0.3904,0.3493,0.005,0.02,-0.053
1670355136.44,-9.538,-0.105,4.211,-0.6382,-0.3879,0.34640000000000004,0.007,0.02,-0.052000000000000005
1670355136.48,-9.525,-0.117,4.164,-0.6371,-0.388,0.3493,0.007,0.018000000000000002,-0.052000000000000005
1670355136.52,-9.524000000000001,-0.192,4.186,-0.6384000000000001,-0.3902,0.3482,-0.001,0.023,-0.052000000000000005
1670355136.559999,-9.557,-0.113,4.202,-0.6393,-0.38920000000000005,0.3467,-0.01,0.018000000000000002,-0.041
1670355136.599999,-9.591000000000001,-0.063,4.205,-0.6388,-0.3902,0.3461,0.001,0.022,-0.048
1670355136.639999,-9.515,-0.156,4.19,-0.6375000000000001,-0.39,0.3468,0.009000000000000001,0.029,-0.055
1670355136.6799989,-9.483,-0.108,4.16,-0.6396000000000001,-0.3874,0.34850000000000003,0.0,0.014,-0.049
1670355136.719999,-9.541,-0.077,4.211,-0.6372,-0.38920000000000005,0.3491,0.003,0.012,-0.046
1670355136.759999,-9.549,-0.108,4.215,-0.6374000000000001,-0.38780000000000003,0.3483,0.011,0.006,-0.059000000000000004
1670355136.799999,-9.567,-0.147,4.227,-0.6381,-0.3891,0.3436,0.011,0.008,-0.062
1670355136.839999,-9.563,-0.177,4.168,-0.6394000000000001,-0.3875,0.34550000000000003,-0.009000000000000001,0.016,-0.046
1670355136.879999,-9.518,-0.043000000000000003,4.211,-0.6384000000000001,-0.38970000000000005,0.3467,-0.007,0.023,-0.047
1670355136.919999,-9.551,-0.114,4.162,-0.6391,-0.39,0.34550000000000003,0.006,0.03,-0.056
