1670355139.239702,left
1670355143.01021,right
1670355146.917458,waiting
1670355151.74136,left
1670355155.510329,right
1670355159.416192,waiting
1670355164.214762,left
1670355167.996687,right
1670355171.882851,waiting
1670355176.707166,left
1670355180.488047,right
1670355184.377714,waiting
1670355189.182234,left
1670355192.963159,right
1670355196.872765,waiting
1670355201.681769,left
1670355205.453938,right
1670355209.35784,waiting
1670355214.155002,left
1670355217.937663,right
1670355221.843069,waiting
1670355226.660264,left
1670355230.433726,right
1670355234.324098,waiting
1670355239.148101,left
1670355242.931699,right
1670355246.840949,waiting
1670355251.663424,left
1670355255.44251,right
1670355259.336382,waiting
