1670356336.503982,left
1670356340.282826,right
1670356344.194508,waiting
1670356349.000486,left
1670356352.773882,right
1670356356.667443,waiting
1670356361.479869,left
1670356365.257407,right
1670356369.160529,waiting
1670356373.987191,left
1670356377.767877,right
1670356381.65438,waiting
1670356386.480343,left
1670356390.251459,right
1670356394.160023,waiting
1670356398.986486,left
1670356402.76042,right
1670356406.644228,waiting
1670356411.465786,left
1670356415.224882,right
1670356419.131031,waiting
1670356423.952667,left
1670356427.722106,right
1670356431.629673,waiting
1670356436.447269,left
1670356440.22383,right
1670356444.128053,waiting
1670356448.950596,left
1670356452.713744,right
1670356456.615553,waiting
