1670354884.635755,left
1670354888.392929,right
1670354892.30047,waiting
1670354897.119108,left
1670354900.899066,right
1670354904.808759,waiting
1670354909.62605,left
1670354913.394583,right
1670354917.302276,waiting
1670354922.128605,left
1670354925.908218,right
1670354929.815845,waiting
1670354934.640176,left
1670354938.394789,right
1670354942.303788,waiting
1670354947.122814,left
1670354950.899812,right
1670354954.807338,waiting
1670354959.617948,left
1670354963.379266,right
1670354967.283206,waiting
1670354972.109614,left
1670354975.886283,right
1670354979.794325,waiting
1670354984.593116,left
1670354988.370059,right
1670354992.28036,waiting
1670354997.10286,left
1670355000.878886,right
1670355004.762911,waiting
