timestamp,acc_x,acc_y,acc_z,magn_x,magn_y,magn_z,gyro_x,gyro_y,gyro_z
1670268459.24,-9.370000000000001,-0.023,4.4350000000000005,0.1164,0.7163,0.1529,0.023,-0.007,-0.003
1670268459.28,-9.399000000000001,-0.05,4.477,0.1163,0.7172000000000001,0.1519,0.016,-0.007,0.004
1670268459.32,-9.431000000000001,-0.037,4.415,0.1119,0.7170000000000001,0.15080000000000002,0.02,-0.003,0.003
1670268459.36,-9.428,-0.062,4.44,0.11720000000000001,0.7209,0.1511,0.029,-0.012,-0.007
1670268459.4,-9.434000000000001,-0.053,4.433,0.11520000000000001,0.7190000000000001,0.1507,0.027,-0.013000000000000001,0.0
1670268459.44,-9.385,-0.062,4.422,0.1177,0.7174,0.15510000000000002,0.012,-0.016,-0.001
1670268459.48,-9.437,-0.015,4.391,0.1163,0.7173,0.1525,0.019,-0.016,-0.003
1670268459.52,-9.446,-0.062,4.418,0.112,0.7198,0.16,0.022,-0.017,-0.011
1670268459.559999,-9.4,-0.099,4.474,0.11860000000000001,0.7210000000000001,0.15280000000000002,0.004,-0.022,-0.01
1670268459.599999,-9.431000000000001,-0.089,4.484,0.116,0.7189,0.1514,0.002,-0.025,-0.013000000000000001
1670268459.639999,-9.487,0.068,4.484,0.11560000000000001,0.7168,0.1519,0.013000000000000001,-0.016,0.012
1670268459.6799989,-9.385,-0.105,4.499,0.1174,0.7204,0.15360000000000001,0.016,-0.007,0.001
1670268459.719999,-9.342,0.001,4.4110000000000005,0.1168,0.7163,0.1525,0.029,-0.012,-0.009000000000000001
1670268459.759999,-9.431000000000001,-0.088,4.464,0.1184,0.7198,0.1527,0.025,-0.02,-0.007
1670268459.799999,-9.457,-0.051000000000000004,4.408,0.11910000000000001,0.7193,0.1526,0.019,-0.014,0.005
1670268459.839999,-9.401,-0.095,4.507,0.11620000000000001,0.7160000000000001,0.156,0.019,-0.01,-0.004
1670268459.879999,-9.396,0.039,4.487,0.1207,0.7193,0.1507,0.031,-0.02,-0.002
1670268459.919999,-9.427,-0.134,4.477,0.1184,0.7182000000000001,0.153,0.018000000000000002,-0.015,-0.004
1670268459.959999,-9.398,-0.001,4.412,0.1183,0.7215,0.1527,0.022,-0.017,-0.004
1670268459.999999,-9.401,-0.034,4.463,0.1163,0.7215,0.1516,0.028,-0.008,-0.001
1670268460.039999,-9.408,-0.034,4.405,0.11720000000000001,0.7201000000000001,0.1544,0.023,-0.014,0.004
1670268460.079999,-9.415000000000001,-0.019,4.4430000000000005,0.11710000000000001,0.7169,0.1535,0.029,-0.02,-0.009000000000000001
1670268460.119999,-9.426,-0.044,4.488,0.1174,0.7192000000000001,0.1516,0.019,-0.023,-0.008
1670268460.159999,-9.364,-0.035,4.4670000000000005,0.11850000000000001,0.7193,0.15030000000000002,0.009000000000000001,-0.025,-0.003
1670268460.199999,-9.418000000000001,-0.005,4.462,0.117,0.7198,0.1532,0.018000000000000002,-0.025,-0.009000000000000001
1670268460.239999,-9.412,0.004,4.492,0.1187,0.7189,0.1535,0.023,-0.024,-0.016
1670268460.279999,-9.401,-0.06,4.472,0.1169,0.7197,0.1527,0.017,-0.017,-0.017
1670268460.319999,-9.358,-0.114,4.471,0.1058,0.7154,0.1539,0.007,-0.029,-0.014
1670268460.359999,-9.427,-0.061,4.522,0.11670000000000001,0.7198,0.1512,0.004,-0.025,0.005
1670268460.399999,-9.507,0.092,4.447,0.115,0.7170000000000001,0.1516,0.018000000000000002,-0.013000000000000001,-0.001
1670268460.439999,-9.362,-0.081,4.455,0.11810000000000001,0.7203,0.15380000000000002,0.04,-0.011,-0.009000000000000001
1670268460.479999,-9.314,-0.014,4.487,0.1149,0.7205,0.153,0.038,-0.016,-0.01
1670268460.519999,-9.446,-0.089,4.4190000000000005,0.1144,0.7177,0.1526,0.022,-0.02,-0.007
1670268460.559999,-9.461,-0.013000000000000001,4.4750000000000005,0.1096,0.7151000000000001,0.15660000000000002,0.02,-0.009000000000000001,-0.01
1670268460.599998,-9.356,-0.084,4.537,0.11270000000000001,0.7166,0.1521,0.015,-0.005,-0.008
1670268460.639998,-9.391,0.014,4.477,0.11670000000000001,0.7195,0.16770000000000002,0.025,-0.007,-0.008
1670268460.679998,-9.415000000000001,-0.095,4.491,0.1149,0.7205,0.1452,0.016,-0.01,-0.005
1670268460.719998,-9.342,-0.018000000000000002,4.448,0.1158,0.7184,0.1553,0.011,-0.008,0.004
1670268460.759998,-9.398,-0.02,4.491,0.1095,0.7182000000000001,0.16740000000000002,0.019,-0.006,0.001
1670268460.799998,-9.38,-0.028,4.471,0.1155,0.7159,0.1517,0.03,-0.016,-0.008
