1670355637.345879,left
1670355641.123816,right
1670355645.027665,waiting
1670355649.845999,left
1670355653.625712,right
1670355657.508775,waiting
1670355662.307766,left
1670355666.083137,right
1670355669.990975,waiting
1670355674.812952,left
1670355678.589756,right
1670355682.473671,waiting
1670355687.270706,left
1670355691.030191,right
1670355694.937986,waiting
1670355699.763907,left
1670355703.542557,right
1670355707.421196,waiting
1670355712.217006,left
1670355715.973577,right
1670355719.856554,waiting
1670355724.651926,left
1670355728.414841,right
1670355732.292285,waiting
1670355737.097776,left
1670355740.856589,right
1670355744.736468,waiting
1670355749.536902,left
1670355753.302401,right
1670355757.206292,waiting
