1670356554.243577,left
1670356557.995318,right
1670356561.898773,waiting
1670356566.7148,left
1670356570.495975,right
1670356574.39537,waiting
1670356579.196334,left
1670356582.958474,right
1670356586.865511,waiting
1670356591.688628,left
1670356595.446283,right
1670356599.353062,waiting
1670356604.171937,left
1670356607.962378,right
1670356611.863041,waiting
1670356616.689183,left
1670356620.468525,right
1670356624.370462,waiting
1670356629.17038,left
1670356632.951906,right
1670356636.866165,waiting
1670356641.68122,left
1670356645.456412,right
1670356649.348791,waiting
1670356654.148084,left
1670356657.923915,right
1670356661.831748,waiting
1670356666.650009,left
1670356670.421338,right
1670356674.318514,waiting
