1670264851.514392,left
1670264851.514392,right
1670264867.093695,left
1670264867.093695,right
1670264872.782599,left
1670264872.782599,right
1670264878.482068,left
1670264878.482068,right
1670264884.189015,left
1670264884.189015,right
1670264889.84696,left
1670264889.84696,right
1670264895.533526,left
1670264895.533526,right
1670264901.230963,left
1670264901.230963,right
1670264906.900388,left
1670264906.900388,right
1670264912.596388,left
1670264912.596388,right
1670264918.271474,left
1670264918.271474,right
1670264923.951653,left
1670264923.951653,right
1670264929.647769,left
1670264929.647769,right
1670264935.33823,left
1670264935.33823,right
1670264941.034213,left
1670264941.034213,right
1670264946.717,left
1670264946.717,right
1670264952.418289,left
1670264952.418289,right
1670264958.099872,left
1670264958.099872,right
1670264963.786037,left
1670264963.786037,right
1670264969.481592,left
1670264969.481592,right
1670264975.162572,left
1670264975.162572,right
1670264980.841696,left
1670264980.841696,right
