timestamp,ch1
1670267492.08,7672.526856962068
1670267492.0839999,7590.518306555547
1670267492.0879998,7532.627288416302
1670267492.092,7479.38543312376
1670267492.096,7448.920005431177
1670267492.1,7424.42249350816
1670267492.1039999,7410.005618334487
1670267492.108,7411.413778235171
1670267492.112,7439.286403570939
1670267492.116,7475.362119121804
1670267492.12,7497.445642643648
1670267492.1239998,7484.883962259765
1670267492.128,7446.215444352084
1670267492.132,7405.110586298774
1670267492.136,7367.291434680395
1670267492.1399999,7328.779378983901
1670267492.1439998,7286.333416263273
1670267492.148,7261.232407239963
1670267492.152,7257.857293827212
1670267492.156,7263.065250285298
1670267492.16,7264.473410185982
1670267492.164,7253.565758891793
1670267492.168,7245.4967791434265
1670267492.1720002,7208.906973470089
1670267492.176,7157.721478667436
1670267492.18,7099.875164017101
1670267492.184,7030.696514927926
1670267492.1880002,6986.350653928596
1670267492.1920002,6952.867740734547
1670267492.196,6926.783254955203
1670267492.2,6917.708446706349
1670267492.204,6921.75411245276
1670267492.2080002,6948.911481965957
1670267492.2120001,6977.231142190832
1670267492.216,6991.133927242033
1670267492.22,6996.900677311502
1670267492.224,7024.616840436082
1670267492.2280002,7052.020079138289
1670267492.232,7062.570102521194
1670267492.236,7059.865541442102
1670267492.24,7028.282526526753
1670267492.244,7005.4166919489735
1670267492.248,7002.220392491865
1670267492.252,6996.967732544867
1670267492.256,6984.42840390544
1670267492.26,6970.436211876418
1670267492.264,6964.982386229323
1670267492.2680001,6988.854049307591
1670267492.272,7019.051256066711
1670267492.276,7048.2649860697975
1670267492.28,7070.2814543582745
1670267492.284,7098.3328936496855
1670267492.288,7125.579670140704
1670267492.292,7148.55726344076
1670267492.296,7177.726289954936
1670267492.3,7180.766127200857
1670267492.304,7172.205409074475
1670267492.308,7167.623301461137
1670267492.312,7156.715650166947
1670267492.316,7128.552452153261
1670267492.32,7081.859657986124
1670267492.324,7029.623631194071
1670267492.3279998,6996.744215100314
1670267492.332,6983.020244004756
1670267492.336,6984.786031816725
1670267492.34,7001.102805269099
1670267492.3439999,7023.834529380147
1670267492.348,7053.852922183624
1670267492.352,7097.036492471278
1670267492.356,7128.105417264154
1670267492.36,7151.239472775397
1670267492.3639998,7168.629129961626
1670267492.368,7175.155839342576
1670267492.372,7166.997452616389
1670267492.376,7164.739926426402
1670267492.3799999,7150.658327419559
1670267492.3839998,7116.348399680663
1670267492.388,7072.87425671509
1670267492.392,7044.2193203233865
1670267492.396,7024.348619502619
1670267492.4,7011.742235629826
1670267492.404,7013.038636808234
1670267492.408,7025.86853812558
1670267492.4120002,7039.77132317678
1670267492.4160001,7057.87623618558
1670267492.42,7059.306747830719
1670267492.424,7039.927785387968
1670267492.4280002,7017.754854888303
1670267492.4320002,7009.015322806278
1670267492.436,6995.067834266167
1670267492.44,6976.091203223611
1670267492.444,6962.009604216767
