1670356118.155294,left
1670356121.90993,right
1670356125.810892,waiting
1670356130.633698,left
1670356134.403832,right
1670356138.309737,waiting
1670356143.124756,left
1670356146.893922,right
1670356150.802575,waiting
1670356155.618945,left
1670356159.394872,right
1670356163.298441,waiting
1670356168.113408,left
1670356171.88501,right
1670356175.792932,waiting
1670356180.616313,left
1670356184.395285,right
1670356188.300115,waiting
1670356193.115628,left
1670356196.880668,right
1670356200.786875,waiting
1670356205.610147,left
1670356209.395055,right
1670356213.29808,waiting
1670356218.10159,left
1670356221.861145,right
1670356225.763587,waiting
1670356230.58627,left
1670356234.368871,right
1670356238.273071,waiting
