1670354473.856022,left
1670354477.609528,right
1670354481.498642,waiting
1670354486.324215,left
1670354490.105009,right
1670354494.015547,waiting
1670354498.836273,left
1670354502.606437,right
1670354506.490121,waiting
1670354511.309341,left
1670354515.083959,right
1670354518.990585,waiting
1670354523.807886,left
1670354527.581364,right
1670354531.480466,waiting
1670354536.305607,left
1670354540.084735,right
1670354543.98653,waiting
1670354548.805533,left
1670354552.58321,right
1670354556.482302,waiting
1670354561.29875,left
1670354565.074286,right
1670354568.968662,waiting
1670354573.774361,left
1670354577.553774,right
1670354581.456765,waiting
1670354586.27477,left
1670354590.048141,right
1670354593.932587,waiting
