timestamp,ch1
1670268459.24,-7061.9666054209
1670268459.244,-7054.702288472926
1670268459.248,-7052.556521005216
1670268459.252,-7048.890834914546
1670268459.256,-7047.236805824853
1670268459.26,-7051.774209949281
1670268459.264,-7052.511817516305
1670268459.2680001,-7051.371878549085
1670268459.272,-7051.796561693735
1670268459.276,-7049.874311670579
1670268459.28,-7050.6119192376045
1670268459.284,-7050.231939581864
1670268459.288,-7043.504064500817
1670268459.292,-7037.91612838699
1670268459.296,-7034.093980085133
1670268459.3,-7039.883081899057
1670268459.304,-7040.1065993436105
1670268459.308,-7040.710096443903
1670268459.312,-7046.2086255799095
1670268459.316,-7044.82281742368
1670268459.32,-7046.990936635845
1670268459.324,-7049.4943320148395
1670268459.3279998,-7049.002593636822
1670268459.332,-7049.471980270384
1670268459.336,-7049.047297125733
1670268459.34,-7051.640099482549
1670268459.3439999,-7044.8004656792245
1670268459.348,-7036.284451041753
1670268459.352,-7030.897680628023
1670268459.356,-7029.3107067716965
1670268459.36,-7028.997782349323
1670268459.3639998,-7028.036657337744
1670268459.368,-7029.981259105356
1670268459.372,-7030.942384116935
1670268459.376,-7030.025962594267
1670268459.3799999,-7032.618764951082
1670268459.3839998,-7031.121198072577
1670268459.388,-7030.718866672381
1670268459.392,-7031.72469517287
1670268459.396,-7028.0590090822
1670268459.4,-7020.213546778387
1670268459.404,-7013.798596119714
1670268459.408,-7015.407921720496
1670268459.4120002,-7018.380703733052
1670268459.4160001,-7015.899660098513
1670268459.42,-7015.296162998219
1670268459.424,-7019.408883977996
1670268459.4280002,-7019.990029333834
1670268459.4320002,-7020.86174736759
1670268459.436,-7020.3253055006635
1670268459.44,-7020.280602011753
1670268459.444,-7015.474976953862
1670268459.4480002,-7004.38851170403
1670268459.4520001,-7001.818061091669
1670268459.456,-6998.57705814565
1670268459.46,-6997.14654650051
1670268459.464,-6994.754909843792
1670268459.4680002,-6994.352578443597
1670268459.4720001,-6996.09601451111
1670268459.476,-7006.869555338569
1670268459.48,-7015.184404275943
1670268459.484,-7020.951154345412
1670268459.488,-7021.062913067689
1670268459.492,-7017.240764765831
1670268459.496,-7013.083340297144
1670268459.5,-7011.608125163094
1670268459.504,-7012.077511796655
1670268459.5080001,-7012.993933319322
1670268459.512,-7012.099863541111
1670268459.516,-7007.875383839058
1670268459.52,-7002.175689002954
1670268459.524,-6999.873459324058
1670268459.528,-7000.968694802367
1670268459.532,-7009.976447817857
1670268459.536,-7013.86565135308
1670268459.54,-7012.323380985664
1670268459.544,-7012.099863541111
1670268459.548,-7011.451662951907
1670268459.552,-7008.143604772521
1670268459.556,-7011.071683296166
1670268459.559999,-7011.943401329923
1670268459.563999,-7006.310761727186
1670268459.567999,-7005.573154160161
1670268459.571999,-7002.2427442363205
1670268459.575999,-6995.045482521711
1670268459.579999,-6998.24178197882
1670268459.583999,-6997.235953478331
1670268459.587999,-6993.994950532312
1670268459.591999,-6993.346749943108
1670268459.595999,-6996.699511611404
1670268459.599999,-6996.3195319556635
1670268459.603999,-6995.917200555468
1670268459.607999,-6994.799613332702
1670268459.611999,-6994.24081972132
