timestamp,acc_x,acc_y,acc_z,magn_x,magn_y,magn_z,gyro_x,gyro_y,gyro_z
1670356551.16,-9.624,-0.133,3.98,-0.6399,-0.3997,0.3562,0.008,0.033,-0.064
1670356551.2,-9.563,-0.133,3.98,-0.6436000000000001,-0.3997,0.3562,-0.003,0.026000000000000002,-0.059000000000000004
1670356551.24,-9.61,-0.15,3.962,-0.6383,-0.3971,0.3438,-0.011,0.021,-0.061
1670356551.28,-9.648,-0.14400000000000002,4.011,-0.6394000000000001,-0.39540000000000003,0.3285,-0.001,0.016,-0.058
1670356551.32,-9.666,-0.135,3.98,-0.6439,-0.3977,0.3598,0.004,0.01,-0.06
1670356551.36,-9.61,-0.192,4.037,-0.6398,-0.3966,0.31970000000000004,0.002,0.01,-0.059000000000000004
1670356551.4,-9.619,-0.092,3.991,-0.6375000000000001,-0.39480000000000004,0.33740000000000003,0.009000000000000001,0.013000000000000001,-0.052000000000000005
1670356551.44,-9.663,-0.182,3.996,-0.6376000000000001,-0.3947,0.33580000000000004,-0.001,0.02,-0.05
1670356551.48,-9.625,-0.145,4.0,-0.6457,-0.3981,0.3352,0.009000000000000001,0.02,-0.045
1670356551.52,-9.606,-0.121,4.021,-0.6367,-0.39380000000000004,0.3366,0.01,0.016,-0.05
1670356551.559999,-9.619,-0.122,4.024,-0.6405000000000001,-0.39680000000000004,0.33630000000000004,0.012,0.006,-0.055
1670356551.599999,-9.624,-0.132,4.038,-0.6528,-0.3997,0.3416,0.011,0.01,-0.064
1670356551.639999,-9.622,-0.166,4.029,-0.6396000000000001,-0.3975,0.33690000000000003,0.0,0.008,-0.062
1670356551.6799989,-9.622,-0.178,4.009,-0.6384000000000001,-0.3937,0.33680000000000004,-0.004,0.013000000000000001,-0.056
1670356551.719999,-9.624,-0.159,3.981,-0.6385000000000001,-0.39630000000000004,0.33530000000000004,-0.01,0.012,-0.052000000000000005
1670356551.759999,-9.625,-0.156,4.015,-0.6379,-0.3985,0.34190000000000004,0.001,0.014,-0.057
1670356551.799999,-9.626,-0.162,4.042,-0.6401,-0.39680000000000004,0.3391,0.006,0.011,-0.062
1670356551.839999,-9.602,-0.183,4.022,-0.6399,-0.39790000000000003,0.33440000000000003,0.002,0.011,-0.052000000000000005
1670356551.879999,-9.611,-0.169,4.033,-0.6367,-0.3967,0.3356,0.009000000000000001,0.011,-0.055
1670356551.919999,-9.626,-0.168,4.024,-0.6404000000000001,-0.3965,0.338,0.014,0.01,-0.046
1670356551.959999,-9.615,-0.182,4.065,-0.6391,-0.3962,0.335,0.011,0.011,-0.054
1670356551.999999,-9.632,-0.195,4.0760000000000005,-0.6508,-0.401,0.3457,0.0,0.018000000000000002,-0.049
1670356552.039999,-9.584,-0.196,4.087,-0.6417,-0.39680000000000004,0.33630000000000004,-0.005,0.015,-0.04
1670356552.079999,-9.605,-0.109,4.057,-0.6407,-0.3955,0.3366,0.012,0.009000000000000001,-0.041
1670356552.119999,-9.637,-0.199,4.048,-0.6393,-0.3965,0.33690000000000003,0.015,0.027,-0.055
1670356552.159999,-9.573,-0.138,4.014,-0.6375000000000001,-0.3925,0.3371,0.004,0.031,-0.052000000000000005
1670356552.199999,-9.595,-0.182,4.025,-0.6391,-0.39940000000000003,0.33640000000000003,-0.006,0.014,-0.045
1670356552.239999,-9.64,-0.139,4.04,-0.6367,-0.39990000000000003,0.3365,0.006,0.014,-0.053
1670356552.279999,-9.657,-0.14200000000000002,4.047,-0.6388,-0.3955,0.33640000000000003,0.008,0.011,-0.061
1670356552.319999,-9.624,-0.218,4.077,-0.6397,-0.39890000000000003,0.33840000000000003,0.004,0.006,-0.062
1670356552.359999,-9.581,-0.123,4.017,-0.6396000000000001,-0.3982,0.33490000000000003,0.007,0.009000000000000001,-0.051000000000000004
1670356552.399999,-9.601,-0.209,4.003,-0.6377,-0.39680000000000004,0.3382,0.003,0.009000000000000001,-0.053
1670356552.439999,-9.606,-0.14300000000000002,4.07,-0.6404000000000001,-0.39790000000000003,0.3396,-0.003,0.02,-0.047
1670356552.479999,-9.602,-0.14400000000000002,4.069,-0.6408,-0.3976,0.3366,0.003,0.012,-0.042
1670356552.519999,-9.572000000000001,-0.14,4.072,-0.6381,-0.39940000000000003,0.3385,0.014,0.011,-0.047
1670356552.559999,-9.622,-0.159,4.072,-0.6391,-0.3957,0.3366,0.013000000000000001,0.01,-0.055
1670356552.599998,-9.612,-0.196,4.05,-0.639,-0.39630000000000004,0.33680000000000004,0.0,0.01,-0.058
1670356552.639998,-9.582,-0.17300000000000001,4.033,-0.6396000000000001,-0.3961,0.3382,-0.007,0.014,-0.041
1670356552.679998,-9.608,-0.164,4.075,-0.6404000000000001,-0.39380000000000004,0.3372,-0.006,0.018000000000000002,-0.053
1670356552.719998,-9.624,-0.156,4.053,-0.639,-0.3975,0.3352,0.001,0.019,-0.054
1670356552.759998,-9.627,-0.192,4.055,-0.6385000000000001,-0.3941,0.339,0.008,0.014,-0.054
1670356552.799998,-9.587,-0.184,4.074,-0.6396000000000001,-0.3976,0.33690000000000003,0.005,0.014,-0.059000000000000004
1670356552.839998,-9.6,-0.17,4.097,-0.6412,-0.39690000000000003,0.3357,0.007,0.016,-0.054
